id,tag,value,copyCount,author
T59,鲁迅,鲁迅/那日看雪，她从未看我，我从未看雪,0,网络
T60,鲁迅,"鲁迅/门前有俩课树
一棵树枣树
另一棵也是枣树",0,网络
T61,鲁迅,"鲁迅/错过了长安古意
失约了京城初雪
我在姑苏致以谢意
瞥见各位喜爱
真是满心欢喜",0,网络
T62,鲁迅,"鲁迅/我梦见自己在小学校的课堂上预备作文
先生曰题目为：“缘分”。我百思不解
一觉醒来惊觉，我是缘你是份
如若不让这二字在一起
那写完了作文的梦是不大会做了",0,网络
T63,鲁迅,"鲁迅/我寄你的信
总要送往邮局
不喜欢放在街边的绿色邮筒中
我总疑心那里会慢一点",0,网络
T64,鲁迅,"鲁迅/许是近些日子太闲
到门外吹吹风
巷里踱踱步
也觉十分惬意
但终是缺了个说话的人。",0,网络
T65,鲁迅,"鲁迅/梧桐的落叶已经尽了
就连木摇椅也已经腐坏了
我将报纸埋在树下
连同着那片落叶一起",0,网络
T66,鲁迅,"鲁迅/从我拿起笔，准备叙述你的细节开始
总是忍不住走神，真抱歉
情话没写出几个
但我却真真实实想了你四十几分钟
回过神来只写了两个字",0,网络
T67,鲁迅,"鲁迅/大抵是太久未见你了
以至于我看谁都像你
又都差点意思",0,网络
T68,鲁迅,"鲁迅/许是近些日子太闲
到门外吹吹风
巷里踱踱步
也觉十分惬意
但终是缺了个说话的人。",0,网络
T69,鲁迅,"鲁迅/清风拂过我红又热的脸颊
想到了一位年轻男子
他也和我并肩走过这条路
可…罢了他还是离开了",0,网络
T70,鲁迅,"鲁迅/不知何时 风又起了
落叶纷飞
我竟看得如此痴迷
大抵风也知道我在思念着某人
风停了 也罢",0,网络
T71,鲁迅,"鲁迅/我习惯地剥开一个橘子
掰成两半，一半尝起来很甜
大抵是想到了些什么
吃起另一半，不知为何
竟会这般苦涩
自那以后便再也没有吃过",0,网络
T72,鲁迅,"鲁迅/我平素是不善多言辞的
故而写下这三两句闲词
依稀记不大清楚了
原应是想写给你听罢
大抵是俗气的很
我向来是不好记得这些的
倒也反落得个自在
至于你也总望向屋外的老槐树
一棵树在想你，树人也在想你",0,网络
T73,鲁迅,"鲁迅/鲁镇的雪下的很急
得去布店裁些布来做衣过冬才好。
“老板，量两匹布来。”
“好嘞”
“这天可真是冷得紧
连迅哥都得要两匹布了！
往年可是一匹都嫌多的”
我愣了下，没有言语
我想这时我大抵知晓我爱上你了。
",0,网络
T74,鲁迅,鲁迅/大抵是一个人生活的久了，我竟羡慕窗外的雀鸟成双的影子。,0,网络
T75,鲁迅,鲁迅/我生了两只脚，一只脚不想上班，另一只脚也不想上班。,0,网络
T76,鲁迅,鲁迅/我大抵是倦了，横竖都起不来，屋外的风声犹如恶狼在咆哮，心情复杂的没有来由；侧身躺着，翻开天气讯息，每每都是降温的讯息，而今日心中却意外地生出了抗拒上课/上班的念头；也罢，大抵是冬天到了吧。,0,网络
T77,鲁迅,鲁迅/我想大抵是南方天回潮，空气变得异常湿润，墙壁上挂在水珠，不干了，我想我应该也是和这墙一样的，不干了。,0,网络
T78,鲁迅,鲁迅/我大抵是乏了，横竖都开心不起来，站起身来皱了眉头，这悲伤是没来由的，朋友看了我的脸，有两道皱纹，抬头纹是我的，法令纹也是我的，向来是胶原蛋白稚气满脸，而今日脸上却多了一丝成熟。也罢，这大抵就是成年人的生活吧。,0,网络
T79,鲁迅,鲁迅/我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着“双十一”“双十二”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字“没钱”。,0,网络
T80,鲁迅,鲁迅/大抵是到了该寻个小伙子的年纪了，近来夜里冷的厉害，特别是心里。两床被子面对这寒冷的挑衅，也显得有些许吃力了，或许只有心仪小伙的照料，才能让我感到温暖罢了。,0,网络
T81,鲁迅,鲁迅/大抵是该寻一个姑娘的年纪了，近来夜里冷的厉害，特别是心里。两床被子面对这寒冷的挑衅，也显得有些许吃力了，或许只有心仪的姑娘的照料，才能让我感到温暖罢了。,0,网络
T82,鲁迅,鲁迅/中国人的性情是总喜欢调和折中的，譬如你说，我要辞职，领导一定不允许的。但如果你主张涨工资他们就来调和，愿意离职了。,0,网络
T83,鲁迅,鲁迅/今日提笔，想写封信给你，想了想，正准备落笔，发觉这日头已落了山。,0,网络
T84,鲁迅,鲁迅/如此这般，喜欢上了就是会不自觉说些自己也想不到的温柔字句的。,0,网络
T85,鲁迅,鲁迅/我大抵是病了，坐板凳上不想背四级，趴桌子上，玩手机，抖腿。这悲伤没由来的。黯然的看着四级书里的很多单词，一章是不会背的，另一张也是不会背。,0,网络
T86,鲁迅,鲁迅/大抵是上了岁数，独自匆忙赶路的时候倒也没觉着什么，待到吃饭时，一双筷子一只碗，到底是尝出些孤独来。,0,网络
T87,鲁迅,鲁迅/世人痛苦，你我皆是旁观者，寥寥几句，能有片刻温暖，救不了不被理解的苦痛和压抑的魂魄，我只得攥紧拳头高喊几句“人要学会自救！自救！自救”。,0,网络
T88,鲁迅,鲁迅/横竖瘦不下来，索性就不减了吧！,0,网络
T89,鲁迅,鲁迅/工位上有两个我，一个是我，另一个也是我，因为我裂开了。,0,网络
T90,鲁迅,鲁迅/是周树人不想上班，关我鲁迅什么事？,0,网络
T91,鲁迅,鲁迅/我大抵是不愿上班的，横竖都不想上，起来打开电脑，这忧伤没由来的，默默然看着那两个需求，一个是我的，另一个也是我的，我向来是不屑于做这点事的。而如今却生出了偷懒的念头。也罢，大概是很久没涨工资了吧！,0,网络
T92,鲁迅,鲁迅/我大抵是倦了，横竖都坐不住。站起身来，摊开酬劳单一看，这离职没有来由，歪歪扭扭每一页都写着该走。,0,网络
T93,鲁迅,鲁迅/我不想上班，班不想上我，不过是可怜的资本联姻罢了。,0,网络
T94,鲁迅,鲁迅/世界上本没有辞职的，辞的人多了，我也想辞了。许是有些叨扰，总是不能安静的坐罢。大抵是心中揣着事，争辩也不喜。岁数渐长，身体甚是不堪。承认如青年作罢，言语不和。他们笑我，我也无颜此地久待，喧闹本不适宜我。,0,网络
T95,鲁迅,鲁迅/今日的事已不必再提，皆因钱财不够我大抵是得给先生写一份文书了。之所以说是文书，因为若是叫做辞职信，不有种低三下四的味道，我当不必如此。人非圣贤熟能无过，我不过是贫钱罢了。,0,网络
T96,鲁迅,鲁迅/这世上本没有辞职，辞职的人多了也便有了辞职。,0,网络
T97,鲁迅,"鲁迅/我有两个念头,一个是想退休,另一个也是想退休。",0,网络
T98,鲁迅,"鲁迅/我走在路上,一共五个人,一对是情侣,另一对也是情侣。",0,网络
T99,鲁迅,"鲁迅/我大抵是有些厌倦,这风疏疏落落,总觉得不该只吹我一个人的衣襟。",0,网络
T100,鲁迅,"鲁迅/我大抵是该找个伴儿了,没来的夜里睡不着,忽地坐起来,望省清自的月光照进窗里来,连影子都成双成对。",0,网络
T101,鲁迅,"鲁迅/许是近些曰于太闲,到门外吹吹风巷里踱踱步,也觉得十分惬医,但终是缺了个说话的。",0,网络
T102,鲁迅,"鲁迅/大抵二字说的多了,心里便生约些许落寞出来,我翻来覆去,心想如果有你的话,""大抵""会少些吧。",0,网络
T103,鲁迅,"鲁迅/如若总是一人,长辈是要叫骂的。",0,网络
T104,鲁迅,"鲁迅/我先前选以为情书是好写的,所以一见那些三两行的文字,便骂到满是刻意,扭捏,造作;然而当我真实实在在于案前写作时,却只能罢笔,月下不觉出了神----大抵是因为情书好写,而情不好写。",0,网络
T105,鲁迅,鲁迅/我大抵还是太爱花儿了，横竖都是爱的，如同爱我们的小日子罢了。,0,网络
T106,鲁迅,鲁迅/我大抵是倦了，横竖都坐不住，站起身来，摊开论文一看，这文章没有来由，歪歪扭扭每一页都写着“你怕是毕不了业了”,0,网络
T107,鲁迅,鲁迅/我大抵是又老一岁了 横竖都开心不起来 站起身来皱了眉头 这悲伤是没来由的 朋友看了我的脸 有两道皱纹 抬头纹是我的 法令纹也是我的 向来是胶原蛋白稚气满脸 而今日脸上却多了一丝成熟 也罢 大抵是三十周岁来临 除了平安喜乐 岁月给我额外的礼物。,0,网络
T108,鲁迅,"鲁迅/我平素是不善多言辞的,故而写下这三两句闲词,依稀记不大清楚了,大抵是俗气的很,至于你也总望向屋外的老槐树,一棵树在想你,树人也在想你。",0,网络
T109,鲁迅,"鲁迅/从我拿起笔,准备叙述你的细节开始,总是忍不住走神,真抱歉,情话没写出来,可我实实在在地想了你一个小时,也罢也罢,不写也罢。",0,网络
T110,鲁迅,鲁迅/我大抵是不想搬砖了，横竖都搬不动。坐在旁边，这eom不由的来。拿起手机，看着自己这两只手，一只不想搬，另一只也不想搬。也罢，我想我是搬累了。,0,网络
T111,鲁迅,鲁迅/人生大抵是总有不想上班的时候，所以没那什么也就不上了。,0,网络
T112,鲁迅,鲁迅/本来是没有人敢摸鱼的，摸鱼 的人多了，大家就都成了摸鱼人。,0,网络
T113,鲁迅,鲁迅/我大抵是年纪到了，对上班这桩事情看的比以往淡了。想拍拍屁股不干了又舍不得些碎银。刘先生又同我讲那些上班的道理，我听来都是一些废话，剔除这些废话剩下的也只有：“我认为”，和“你觉得”了。这班不上也罢。,0,网络
T114,鲁迅,鲁迅/我大抵是不想上班，电脑里的字，横竖都看不下去，侧卧是我，托腮也是我，这烦躁没来由的。我从来都是勤勤勉勉的，而今却生出了偷懒的念头，罢了罢了，我大概是想周五了。,0,网络
T115,鲁迅,鲁迅/我大抵是不愿上班的 横竖都是摸鱼 窗外的风洌洌地吹 银杏叶沙沙作响 这悲伤是没来由的 看了桌子上的两个杯子 玻璃杯是我的 保温杯也是我的 向来是不喜欢喝水的 而今天把两杯都装满了 也罢 大抵是因为水冷的快 除了水不要钱 杯子也掏过钱了,0,网络
T116,鲁迅,鲁迅/大抵是秃了，横竖都掉头发，起身摸摸头顶，这忧伤没由来，黯黯的看着那落下的一绺绺头发，一把是我的，另一把也是我的。,0,网络
T117,鲁迅,鲁迅/夜晚，村头的狗叫了起来，我也忍不住跟着一起叫起来了。我大抵是不想做家务了，这忧伤没由来的，黯黯然看着那两盆衣服。一盆是我的，另一盆还是我的。,0,网络
T118,鲁迅,鲁迅/我生了两只手，一只手不想碰鼠标，另一只手不想碰键盘。,0,网络
T119,鲁迅,鲁迅/我大抵是喜欢你了，横竖都是你。我拿起了两张纸，一张想写情书，另一张还是写情书，也许第一张是草稿纸罢了。,0,网络
T120,鲁迅,鲁迅/你们大抵是抓错了，你抓周树人关我鲁迅什么事。,0,网络
T121,鲁迅,"鲁迅/我大抵是爱上你了 横竖都想着你 希望你明早打开手机 这股爱意铺面而来 默默然看着我那心 一半是你的 另一半也是你的 我向来是不喜爱说这种话的 而如今却生出了思念的念头 也罢，大概是真的爱上你了吧
罢了 罢了 其实我的世上本没有“你” 遇见了你 想你的次数多了 便在心里有了你 我时而憧憬着未来 时而又自满于现在 罢啦 罢啦 要我是那古时的诗人 我肯定要饮酒作对 将那天上满星 摘取与你 要我是那古时的将军 我肯定要镇守那边关 将塞外的风景述道与你 可我只是一个俗人罢了 唯有思念可赠与你 罢了 罢了 许是近日过于思念罢了 我大抵是病了 心病相思 每次打开手机 这忧伤不由来的 黯黯然的看着那几个消息通知 一个是支付记录 一个是微信运动 我向来是不屑于拿手机等待消息 而如今却也生出了思念的念头 也罢 大概是爱上了吧
说来奇怪 从我拿起笔 准备叙述你的细节开始 总是忍不住走神 真抱歉 情话没写出来 可我实实在在地想了你一个小时 也罢 也罢 不写也罢",0,网络
T122,鲁迅,"鲁迅/我大抵是病了，横竖都睡不着，坐起身来点起了一支烟，又忘记我已经戒了。这悲伤没有由来，黯然看着床头的两个枕头，一个是我的，另一个也是我的。
窗外的人们总执着于寻找另一半，而我向来是不屑于此的，可每每见到行人成双结对时，我的心仍旧燃起一丝希冀，也罢，大抵是秋天到了吧。
我大抵是孤身一人太久了，竟希望有个伴来。
我做文章时，她在一旁翻阅我曾写的文字；我不做文章时，就拉着她的手，端详她温柔的眉眼
未曾饮酒，竟生出几分醉意来
大抵是到了该寻一个姑娘的年纪了，近来夜里冷的厉害，特别是心里，凉的出奇，两床被子面对这寒冬的挑衅，也显得有些许吃力了，或许只有心仪姑娘的照料，才能让我感到温暖罢了
我走在路上，一共4个人，一对是情侣，另一对是我和影子。",0,网络
T123,鲁迅,鲁迅/我大抵是火了，街头巷尾到处传播着我的文字，回答也是，评论也是，或许我在世也写不过这些网友了罢。也罢，吾还是回棺材躺着罢。,0,网络
T124,鲁迅,鲁迅/已到该放月钱的日子，可到此时也全无消息，诸兄早已按耐不住欲去问个究竟，我劝：罢了，今日大抵是不放了，至多临了一纸声明，借口账房先生今日又何事云云。又或是放了，不过是还了马先生的账罢。,0,网络
T125,鲁迅,鲁迅/我不禁想，另外一个以后睡的是不是你。想着想着，一股力量便涌了上来，该翻身了。,0,网络
T126,鲁迅,鲁迅/床上有两个枕头，一个是我的，另一个还是我的。,0,网络
T127,鲁迅,鲁迅/没有大抵，我大抵是说不出什么来。,0,网络
T128,鲁迅,鲁迅/我大抵是便秘了，没拉之前便意汹涌坐下之后又拉不出来，使了半天的劲才出来一个硬疙瘩，肛门都被划破了滴了几滴血……,0,网络
T129,鲁迅,鲁迅/鲁迅先生若是看到这般言语，想必大抵是不屑于争辩的，只是心里又免不了要嘀咕:我没说过！,0,网络
T130,鲁迅,鲁迅/我大抵是emo了，有口却是无言。,0,网络
T131,鲁迅,鲁迅/我大抵是被逗笑了，竟然还笑出声了,0,网络
T132,鲁迅,鲁迅/铁打的大抵，流水的鲁迅,0,网络
